lea_name,lea_id,state,year,homeschool_students
Dermott School District,0505170,AR,2020-21,11
Dermott School District,0505170,AR,2021-22,10
Dermott School District,0505170,AR,2022-23,NA
Des Arc School District,0505190,AR,2017-18,30
Des Arc School District,0505190,AR,2018-19,34
Des Arc School District,0505190,AR,2019-20,35
Des Arc School District,0505190,AR,2020-21,45
Des Arc School District,0505190,AR,2021-22,32
Des Arc School District,0505190,AR,2022-23,30
Dewitt School District,0500001,AR,2017-18,52
Dewitt School District,0500001,AR,2018-19,55
Dewitt School District,0500001,AR,2019-20,41
Dewitt School District,0500001,AR,2020-21,63
Dewitt School District,0500001,AR,2021-22,69
Dewitt School District,0500001,AR,2022-23,50
Dierks School District,0505340,AR,2017-18,9
Dierks School District,0505340,AR,2018-19,15
Dierks School District,0505340,AR,2019-20,16
Dierks School District,0505340,AR,2020-21,17
Dierks School District,0505340,AR,2021-22,29
Dierks School District,0505340,AR,2022-23,16
Dollarway School District,0505410,AR,2017-18,0
Dollarway School District,0505410,AR,2018-19,16
Dollarway School District,0505410,AR,2019-20,17
Dollarway School District,0505410,AR,2020-21,28
Dollarway School District,0505410,AR,2021-22,24
Dollarway School District,0505410,AR,2022-23,17
Dover School District,0505430,AR,2017-18,60
Dover School District,0505430,AR,2018-19,84
Dover School District,0505430,AR,2019-20,93
Dover School District,0505430,AR,2020-21,140
Dover School District,0505430,AR,2021-22,116
Dover School District,0505430,AR,2022-23,109
Drew Central School District,0505470,AR,2017-18,27
Drew Central School District,0505470,AR,2018-19,32
Drew Central School District,0505470,AR,2019-20,41
Drew Central School District,0505470,AR,2020-21,51
Drew Central School District,0505470,AR,2021-22,56
Drew Central School District,0505470,AR,2022-23,47
Dumas School District,0505500,AR,2017-18,13
Dumas School District,0505500,AR,2018-19,10
Dumas School District,0505500,AR,2019-20,13
Dumas School District,0505500,AR,2020-21,24
Dumas School District,0505500,AR,2021-22,23
Dumas School District,0505500,AR,2022-23,26
Earle School District,0505550,AR,2017-18,0
Earle School District,0505550,AR,2019-20,5
Earle School District,0505550,AR,2020-21,2
Earle School District,0505550,AR,2021-22,10
Earle School District,0505550,AR,2022-23,NA
East End School District,0505580,AR,2017-18,42
East End School District,0505580,AR,2018-19,47
East End School District,0505580,AR,2019-20,46
East End School District,0505580,AR,2020-21,53
East End School District,0505580,AR,2021-22,59
East End School District,0505580,AR,2022-23,71
East Poinsett Co. School Dist.,0500048,AR,2017-18,7
East Poinsett Co. School Dist.,0500048,AR,2018-19,10
East Poinsett Co. School Dist.,0500048,AR,2019-20,13
East Poinsett Co. School Dist.,0500048,AR,2020-21,21
East Poinsett Co. School Dist.,0500048,AR,2021-22,21
East Poinsett Co. School Dist.,0500048,AR,2022-23,25
El Dorado School District,0505680,AR,2017-18,103
El Dorado School District,0505680,AR,2018-19,113
El Dorado School District,0505680,AR,2019-20,103
El Dorado School District,0505680,AR,2020-21,126
El Dorado School District,0505680,AR,2021-22,133
El Dorado School District,0505680,AR,2022-23,122
Elkins School District,0505760,AR,2017-18,46
Elkins School District,0505760,AR,2018-19,38
Elkins School District,0505760,AR,2019-20,46
Elkins School District,0505760,AR,2020-21,84
Elkins School District,0505760,AR,2021-22,71
Elkins School District,0505760,AR,2022-23,82
Emerson-Taylor School District,0500068,AR,2017-18,30
Emerson-Taylor School District,0500068,AR,2018-19,30
Emerson-Taylor School District,0500068,AR,2019-20,32
Emerson-Taylor School District,0500068,AR,2020-21,45
Emerson-Taylor-Bradley School District,0500068,AR,2021-22,47
Emerson-Taylor-Bradley School District,0500068,AR,2022-23,57
England School District,0505850,AR,2017-18,17
England School District,0505850,AR,2018-19,25
England School District,0505850,AR,2019-20,15
England School District,0505850,AR,2020-21,39
England School District,0505850,AR,2021-22,35
England School District,0505850,AR,2022-23,24
Eureka Springs School District,0505970,AR,2017-18,71
Eureka Springs School District,0505970,AR,2018-19,72
Eureka Springs School District,0505970,AR,2019-20,63
Eureka Springs School District,0505970,AR,2020-21,144
Eureka Springs School District,0505970,AR,2021-22,102
Eureka Springs School District,0505970,AR,2022-23,80
Farmington School District,0506090,AR,2017-18,108
Farmington School District,0506090,AR,2018-19,109
Farmington School District,0506090,AR,2019-20,116
Farmington School District,0506090,AR,2020-21,189
Farmington School District,0506090,AR,2021-22,168
Farmington School District,0506090,AR,2022-23,180
Fayetteville School District,0506120,AR,2017-18,381
Fayetteville School District,0506120,AR,2018-19,458
Fayetteville School District,0506120,AR,2019-20,499
Fayetteville School District,0506120,AR,2020-21,826
Fayetteville School District,0506120,AR,2021-22,690
Fayetteville School District,0506120,AR,2022-23,579
Flippin School District,0506150,AR,2017-18,45
Flippin School District,0506150,AR,2018-19,61
Flippin School District,0506150,AR,2019-20,72
Flippin School District,0506150,AR,2020-21,66
Flippin School District,0506150,AR,2021-22,83
Flippin School District,0506150,AR,2022-23,86
Fordyce School District,0506210,AR,2017-18,14
Fordyce School District,0506210,AR,2018-19,11
Fordyce School District,0506210,AR,2019-20,12
Fordyce School District,0506210,AR,2020-21,15
Fordyce School District,0506210,AR,2021-22,16
Fordyce School District,0506210,AR,2022-23,26
Foreman School District,0506240,AR,2017-18,23
Foreman School District,0506240,AR,2018-19,22
Foreman School District,0506240,AR,2019-20,21
Foreman School District,0506240,AR,2020-21,27
Foreman School District,0506240,AR,2021-22,37
Foreman School District,0506240,AR,2022-23,35
Forrest City School District,0506270,AR,2017-18,43
Forrest City School District,0506270,AR,2018-19,33
Forrest City School District,0506270,AR,2019-20,40
Forrest City School District,0506270,AR,2020-21,37
Forrest City School District,0506270,AR,2021-22,64
Forrest City School District,0506270,AR,2022-23,50
Fort Smith School District,0506330,AR,2017-18,493
Fort Smith School District,0506330,AR,2018-19,449
Fort Smith School District,0506330,AR,2019-20,460
Fort Smith School District,0506330,AR,2020-21,705
Fort Smith School District,0506330,AR,2021-22,611
Fort Smith School District,0506330,AR,2022-23,549
Fouke School District,0506360,AR,2017-18,45
Fouke School District,0506360,AR,2018-19,41
Fouke School District,0506360,AR,2019-20,48
Fouke School District,0506360,AR,2020-21,66
Fouke School District,0506360,AR,2021-22,68
Fouke School District,0506360,AR,2022-23,80
Fountain Lake School District,0506420,AR,2017-18,63
Fountain Lake School District,0506420,AR,2018-19,79
Fountain Lake School District,0506420,AR,2019-20,104
Fountain Lake School District,0506420,AR,2020-21,108
Fountain Lake School District,0506420,AR,2021-22,138
Fountain Lake School District,0506420,AR,2022-23,122
Genoa Central School District,0504110,AR,2017-18,22
Genoa Central School District,0504110,AR,2018-19,27
Genoa Central School District,0504110,AR,2019-20,30
Genoa Central School District,0504110,AR,2020-21,70
Genoa Central School District,0504110,AR,2021-22,60
Genoa Central School District,0504110,AR,2022-23,61
Gentry School District,0506540,AR,2017-18,100
Gentry School District,0506540,AR,2018-19,97
Gentry School District,0506540,AR,2019-20,119
Gentry School District,0506540,AR,2020-21,133
Gentry School District,0506540,AR,2021-22,146
Gentry School District,0506540,AR,2022-23,154
Glen Rose School District,0506630,AR,2017-18,54
Glen Rose School District,0506630,AR,2018-19,58
Glen Rose School District,0506630,AR,2019-20,42
Glen Rose School District,0506630,AR,2020-21,80
Glen Rose School District,0506630,AR,2021-22,73
Glen Rose School District,0506630,AR,2022-23,74
Gosnell School District,0500029,AR,2017-18,21
Gosnell School District,0500029,AR,2018-19,13
Gosnell School District,0500029,AR,2019-20,24
Gosnell School District,0500029,AR,2020-21,18
Gosnell School District,0500029,AR,2021-22,30
Gosnell School District,0500029,AR,2022-23,21
Gravette School District,0506840,AR,2017-18,192
Gravette School District,0506840,AR,2018-19,218
Gravette School District,0506840,AR,2019-20,246
Gravette School District,0506840,AR,2020-21,378
Gravette School District,0506840,AR,2021-22,401
Gravette School District,0506840,AR,2022-23,389
Green Forest School District,0506870,AR,2017-18,86
Green Forest School District,0506870,AR,2018-19,100
Green Forest School District,0506870,AR,2019-20,82
Green Forest School District,0506870,AR,2020-21,105
Green Forest School District,0506870,AR,2021-22,140
Green Forest School District,0506870,AR,2022-23,130
Greenbrier School District,0506900,AR,2017-18,196
Greenbrier School District,0506900,AR,2018-19,211
Greenbrier School District,0506900,AR,2019-20,209
Greenbrier School District,0506900,AR,2020-21,267
Greenbrier School District,0506900,AR,2021-22,318
Greenbrier School District,0506900,AR,2022-23,335
Greene Co. Tech School Dist.,0513080,AR,2017-18,158
Greene Co. Tech School Dist.,0513080,AR,2018-19,172
Greene Co. Tech School Dist.,0513080,AR,2019-20,167
Greene Co. Tech School Dist.,0513080,AR,2020-21,213
Greene County Tech School District,0513080,AR,2021-22,238
Greene County Tech School District,0513080,AR,2022-23,210
Greenland School District,0506930,AR,2017-18,67
Greenland School District,0506930,AR,2018-19,60
Greenland School District,0506930,AR,2019-20,61
Greenland School District,0506930,AR,2020-21,100
Greenland School District,0506930,AR,2021-22,82
Greenland School District,0506930,AR,2022-23,98
Greenwood School District,0506990,AR,2017-18,156
Greenwood School District,0506990,AR,2018-19,183
Greenwood School District,0506990,AR,2019-20,212
Greenwood School District,0506990,AR,2020-21,266
Greenwood School District,0506990,AR,2021-22,279
Greenwood School District,0506990,AR,2022-23,285
Gurdon School District,0507110,AR,2017-18,18
Gurdon School District,0507110,AR,2018-19,27
Gurdon School District,0507110,AR,2019-20,26
Gurdon School District,0507110,AR,2020-21,36
Gurdon School District,0507110,AR,2021-22,36
Gurdon School District,0507110,AR,2022-23,45
Guy-Perkins School District,0507140,AR,2017-18,46
Guy-Perkins School District,0507140,AR,2018-19,55
Guy-Perkins School District,0507140,AR,2019-20,58
Guy-Perkins School District,0507140,AR,2020-21,73
Guy-Perkins School District,0507140,AR,2021-22,62
Guy-Perkins School District,0507140,AR,2022-23,60
Hackett School District,0507170,AR,2017-18,31
Hackett School District,0507170,AR,2018-19,33
Hackett School District,0507170,AR,2019-20,37
Hackett School District,0507170,AR,2020-21,39
Hackett School District,0507170,AR,2021-22,47
Hackett School District,0507170,AR,2022-23,39
Hamburg School District,0500042,AR,2017-18,33
Hamburg School District,0500042,AR,2018-19,40
Hamburg School District,0500042,AR,2019-20,43
Hamburg School District,0500042,AR,2020-21,72
Hamburg School District,0500042,AR,2021-22,60
Hamburg School District,0500042,AR,2022-23,51
Hampton School District,0507230,AR,2017-18,17
Hampton School District,0507230,AR,2018-19,21
Hampton School District,0507230,AR,2019-20,16
Hampton School District,0507230,AR,2020-21,36
Hampton School District,0507230,AR,2021-22,33
Hampton School District,0507230,AR,2022-23,26
Harmony Grove Sch Dist(Saline),0507320,AR,2021-22,68
Harmony Grove Sch Dist(Saline),0507320,AR,2022-23,68
Harmony Grove School District,0507290,AR,2017-18,23
Harmony Grove School District,0507290,AR,2018-19,30
Harmony Grove School District,0507290,AR,2019-20,27
Harmony Grove School District,0507290,AR,2020-21,51
Harmony Grove School District,0507320,AR,2017-18,60
Harmony Grove School District,0507320,AR,2018-19,63
Harmony Grove School District,0507320,AR,2019-20,63
Harmony Grove School District,0507320,AR,2020-21,80
Harmony Grove School District (Ouachita),0507290,AR,2021-22,43
Harmony Grove School District (Ouachita),0507290,AR,2022-23,40
Harrisburg School District,0507350,AR,2017-18,52
Harrisburg School District,0507350,AR,2018-19,54
Harrisburg School District,0507350,AR,2019-20,57
Harrisburg School District,0507350,AR,2020-21,77
Harrisburg School District,0507350,AR,2021-22,77
Harrisburg School District,0507350,AR,2022-23,85
Harrison School District,0507380,AR,2017-18,253
Harrison School District,0507380,AR,2018-19,239
Harrison School District,0507380,AR,2019-20,274
Harrison School District,0507380,AR,2020-21,319
Harrison School District,0507380,AR,2021-22,365
Harrison School District,0507380,AR,2022-23,382
Hazen School District,0507530,AR,2017-18,17
Hazen School District,0507530,AR,2018-19,25
Hazen School District,0507530,AR,2019-20,14
Hazen School District,0507530,AR,2020-21,17
Hazen School District,0507530,AR,2021-22,10
Hazen School District,0507530,AR,2022-23,14
Heber Springs School District,0507560,AR,2017-18,126
Heber Springs School District,0507560,AR,2018-19,95
Heber Springs School District,0507560,AR,2019-20,117
Heber Springs School District,0507560,AR,2020-21,138
Heber Springs School District,0507560,AR,2021-22,126
Heber Springs School District,0507560,AR,2022-23,91
Hector School District,0507620,AR,2017-18,30
Hector School District,0507620,AR,2018-19,54
Hector School District,0507620,AR,2019-20,25
Hector School District,0507620,AR,2020-21,43
Hector School District,0507620,AR,2021-22,47
Hector School District,0507620,AR,2022-23,45
Helena/ W.helena School Dist.,0507680,AR,2017-18,21
Helena/ W.helena School Dist.,0507680,AR,2018-19,21
Helena/ W.helena School Dist.,0507680,AR,2019-20,14
Helena/ W.helena School Dist.,0507680,AR,2020-21,20
Helena/ West Helena School District,0507680,AR,2021-22,28
Helena/ West Helena School District,0507680,AR,2022-23,31
Hermitage School District,0507710,AR,2017-18,8
Hermitage School District,0507710,AR,2018-19,13
Hermitage School District,0507710,AR,2019-20,3
Hermitage School District,0507710,AR,2020-21,8
Hermitage School District,0507710,AR,2021-22,7
Hermitage School District,0507710,AR,2022-23,11
Highland School District,0507770,AR,2017-18,96
Highland School District,0507770,AR,2018-19,125
Highland School District,0507770,AR,2019-20,142
Highland School District,0507770,AR,2020-21,170
Highland School District,0507770,AR,2021-22,161
Highland School District,0507770,AR,2022-23,176
Hillcrest School District,0500071,AR,2017-18,50
Hillcrest School District,0500071,AR,2018-19,59
Hillcrest School District,0500071,AR,2019-20,74
Hillcrest School District,0500071,AR,2020-21,91
Hillcrest School District,0500071,AR,2021-22,72
Hillcrest School District,0500071,AR,2022-23,75
Hope School District,0507840,AR,2017-18,68
Hope School District,0507840,AR,2018-19,82
Hope School District,0507840,AR,2019-20,97
Hope School District,0507840,AR,2020-21,80
Hope School District,0507840,AR,2021-22,83
Hope School District,0507840,AR,2022-23,92
Horatio School District,0507860,AR,2017-18,6
Horatio School District,0507860,AR,2018-19,16
Horatio School District,0507860,AR,2019-20,9
Horatio School District,0507860,AR,2020-21,11
Horatio School District,0507860,AR,2021-22,20
Horatio School District,0507860,AR,2022-23,NA
Hot Springs School District,0507890,AR,2017-18,187
Hot Springs School District,0507890,AR,2018-19,131
Hot Springs School District,0507890,AR,2019-20,125
Hot Springs School District,0507890,AR,2020-21,151
Hot Springs School District,0507890,AR,2021-22,151
Hot Springs School District,0507890,AR,2022-23,172
Hoxie School District,0507990,AR,2017-18,10
Hoxie School District,0507990,AR,2018-19,7
Hoxie School District,0507990,AR,2019-20,15
Hoxie School District,0507990,AR,2020-21,16
Hoxie School District,0507990,AR,2021-22,21
Hoxie School District,0507990,AR,2022-23,25
Huntsville School District,0508130,AR,2017-18,207
Huntsville School District,0508130,AR,2018-19,226
Huntsville School District,0508130,AR,2019-20,237
Huntsville School District,0508130,AR,2020-21,322
Huntsville School District,0508130,AR,2021-22,328
Huntsville School District,0508130,AR,2022-23,347
Izard Co. Cons. School Dist.,0500021,AR,2017-18,35
Izard Co. Cons. School Dist.,0500021,AR,2018-19,60
Izard Co. Cons. School Dist.,0500021,AR,2019-20,33
Izard Co. Cons. School Dist.,0500021,AR,2020-21,31
Izard County Consolidated School District,0500021,AR,2021-22,31
Izard County Consolidated School District,0500021,AR,2022-23,52
Jackson Co. School District,0513230,AR,2017-18,35
Jackson Co. School District,0513230,AR,2018-19,18
Jackson Co. School District,0513230,AR,2019-20,43
Jackson Co. School District,0513230,AR,2020-21,70
Jackson Co. School District,0513230,AR,2021-22,71
Jackson Co. School District,0513230,AR,2022-23,58
Jacksonville North Pulaski School District,0500419,AR,2017-18,202
Jacksonville North Pulaski School District,0500419,AR,2018-19,307
Jacksonville North Pulaski School District,0500419,AR,2019-20,359
Jacksonville North Pulaski School District,0500419,AR,2020-21,458
Jacksonville North Pulaski School District,0500419,AR,2021-22,378
Jacksonville North Pulaski School District,0500419,AR,2022-23,397
Jasper School District,0508240,AR,2017-18,100
Jasper School District,0508240,AR,2018-19,93
Jasper School District,0508240,AR,2019-20,96
Jasper School District,0508240,AR,2020-21,121
Jasper School District,0508240,AR,2021-22,110
Jasper School District,0508240,AR,2022-23,124
Jessieville School District,0507920,AR,2017-18,30
Jessieville School District,0507920,AR,2018-19,34
Jessieville School District,0507920,AR,2019-20,39
Jessieville School District,0507920,AR,2020-21,77
Jessieville School District,0507920,AR,2021-22,58
Jessieville School District,0507920,AR,2022-23,72
Jonesboro School District,0508280,AR,2017-18,231
Jonesboro School District,0508280,AR,2018-19,225
Jonesboro School District,0508280,AR,2019-20,212
Jonesboro School District,0508280,AR,2020-21,278
Jonesboro School District,0508280,AR,2021-22,280
Jonesboro School District,0508280,AR,2022-23,270
Junction City School District,0508340,AR,2017-18,10
Junction City School District,0508340,AR,2018-19,18
Junction City School District,0508340,AR,2019-20,12
Junction City School District,0508340,AR,2020-21,19
Junction City School District,0508340,AR,2021-22,8
Junction City School District,0508340,AR,2022-23,15
Kirby School District,0508490,AR,2017-18,29
Kirby School District,0508490,AR,2018-19,26
Kirby School District,0508490,AR,2019-20,33
Kirby School District,0508490,AR,2020-21,36
Kirby School District,0508490,AR,2021-22,43
Kirby School District,0508490,AR,2022-23,47
Lafayette County School District,0500065,AR,2017-18,13
Lafayette County School District,0500065,AR,2018-19,17
Lafayette County School District,0500065,AR,2019-20,22
Lafayette County School District,0500065,AR,2020-21,33
Lafayette County School District,0500065,AR,2021-22,35
Lafayette County School District,0500065,AR,2022-23,22
Lake Hamilton School District,0508610,AR,2017-18,166
Lake Hamilton School District,0508610,AR,2018-19,225
Lake Hamilton School District,0508610,AR,2019-20,208
Lake Hamilton School District,0508610,AR,2020-21,251
Lake Hamilton School District,0508610,AR,2021-22,268
Lake Hamilton School District,0508610,AR,2022-23,254
Lakeside School Dist(Garland),0508670,AR,2021-22,151
Lakeside School Dist(Garland),0508670,AR,2022-23,156
Lakeside School District,0508670,AR,2017-18,106
Lakeside School District,0508670,AR,2018-19,92
Lakeside School District,0508670,AR,2019-20,103
Lakeside School District,0508670,AR,2020-21,135
Lakeside School District (Chicot County),0508640,AR,2017-18,17
Lakeside School District (Chicot County),0508640,AR,2018-19,41
Lakeside School District (Chicot County),0508640,AR,2019-20,24
Lakeside School District (Chicot County),0508640,AR,2020-21,43
Lakeside School District (Chicot County),0508640,AR,2021-22,47
Lakeside School District (Chicot County),0508640,AR,2022-23,39
Lamar School District,0508700,AR,2017-18,59
Lamar School District,0508700,AR,2018-19,59
Lamar School District,0508700,AR,2019-20,63
Lamar School District,0508700,AR,2020-21,86
Lamar School District,0508700,AR,2021-22,90
Lamar School District,0508700,AR,2022-23,75
Lavaca School District,0508730,AR,2017-18,43
Lavaca School District,0508730,AR,2018-19,56
Lavaca School District,0508730,AR,2019-20,48
Lavaca School District,0508730,AR,2020-21,68
Lavaca School District,0508730,AR,2021-22,56
Lavaca School District,0508730,AR,2022-23,72
Lawrence County School District,0500082,AR,2017-18,36
Lawrence County School District,0500082,AR,2018-19,63
Lawrence County School District,0500082,AR,2019-20,62
Lawrence County School District,0500082,AR,2020-21,89
Lawrence County School District,0500082,AR,2021-22,96
Lawrence County School District,0500082,AR,2022-23,97
Lead Hill School District,0503420,AR,2017-18,52
Lead Hill School District,0503420,AR,2018-19,56
Lead Hill School District,0503420,AR,2019-20,71
Lead Hill School District,0503420,AR,2020-21,78
Lead Hill School District,0503420,AR,2021-22,96
Lead Hill School District,0503420,AR,2022-23,94
Lee County School District,0509360,AR,2017-18,15
Lee County School District,0509360,AR,2018-19,21
Lee County School District,0509360,AR,2019-20,24
Lee County School District,0509360,AR,2020-21,30
Lee County School District,0509360,AR,2021-22,42
Lee County School District,0509360,AR,2022-23,41
Lincoln School District,0508940,AR,2017-18,77
Lincoln School District,0508940,AR,2018-19,59
Lincoln School District,0508940,AR,2019-20,67
Lincoln School District,0508940,AR,2020-21,107
Lincoln School District,0508940,AR,2021-22,118
Lincoln School District,0508940,AR,2022-23,114
Little Rock School District,0509000,AR,2017-18,656
Little Rock School District,0509000,AR,2018-19,694
Little Rock School District,0509000,AR,2019-20,690
Little Rock School District,0509000,AR,2020-21,858
Little Rock School District,0509000,AR,2021-22,776
Little Rock School District,0509000,AR,2022-23,624
Lonoke School District,0509060,AR,2017-18,59
Lonoke School District,0509060,AR,2018-19,87
Lonoke School District,0509060,AR,2019-20,72
Lonoke School District,0509060,AR,2020-21,64
Lonoke School District,0509060,AR,2021-22,72
Lonoke School District,0509060,AR,2022-23,86
Magazine School District,0509150,AR,2017-18,13
Magazine School District,0509150,AR,2018-19,10
Magazine School District,0509150,AR,2019-20,15
Magazine School District,0509150,AR,2020-21,16
Magazine School District,0509150,AR,2021-22,24
Magazine School District,0509150,AR,2022-23,28
Magnet Cove School Dist.,0509190,AR,2017-18,16
Magnet Cove School Dist.,0509190,AR,2018-19,25
Magnet Cove School Dist.,0509190,AR,2019-20,20
Magnet Cove School Dist.,0509190,AR,2020-21,26
Magnet Cove School Dist.,0509190,AR,2021-22,39
Magnet Cove School Dist.,0509190,AR,2022-23,30
Magnolia School District,0500044,AR,2017-18,80
Magnolia School District,0500044,AR,2018-19,77
Magnolia School District,0500044,AR,2019-20,74
Magnolia School District,0500044,AR,2020-21,132
Magnolia School District,0500044,AR,2021-22,173
Magnolia School District,0500044,AR,2022-23,132
Malvern School District,0509240,AR,2017-18,78
Malvern School District,0509240,AR,2018-19,117
Malvern School District,0509240,AR,2019-20,121
Malvern School District,0509240,AR,2020-21,143
Malvern School District,0509240,AR,2021-22,163
Malvern School District,0509240,AR,2022-23,136
Mammoth Spring School District,0509270,AR,2017-18,0
Mammoth Spring School District,0509270,AR,2018-19,15
Mammoth Spring School District,0509270,AR,2019-20,22
Mammoth Spring School District,0509270,AR,2020-21,39
Mammoth Spring School District,0509270,AR,2021-22,33
Mammoth Spring School District,0509270,AR,2022-23,29
Manila School District,0500046,AR,2017-18,34
Manila School District,0500046,AR,2018-19,43
Manila School District,0500046,AR,2019-20,50
Manila School District,0500046,AR,2020-21,58
Manila School District,0500046,AR,2021-22,54
Manila School District,0500046,AR,2022-23,60
Mansfield School District,0509330,AR,2017-18,60
Mansfield School District,0509330,AR,2018-19,67
Mansfield School District,0509330,AR,2019-20,69
Mansfield School District,0509330,AR,2020-21,107
Mansfield School District,0509330,AR,2021-22,126
Mansfield School District,0509330,AR,2022-23,129
Marion School District,0509390,AR,2017-18,115
Marion School District,0509390,AR,2018-19,137
Marion School District,0509390,AR,2019-20,132
Marion School District,0509390,AR,2020-21,162
Marion School District,0509390,AR,2021-22,170
Marion School District,0509390,AR,2022-23,133
Marked Tree School District,0509420,AR,2017-18,0
Marked Tree School District,0509420,AR,2018-19,4
Marked Tree School District,0509420,AR,2019-20,9
Marked Tree School District,0509420,AR,2020-21,14
Marked Tree School District,0509420,AR,2021-22,19
Marked Tree School District,0509420,AR,2022-23,25
Marmaduke School District,0500016,AR,2017-18,21
Marmaduke School District,0500016,AR,2018-19,40
Marmaduke School District,0500016,AR,2019-20,37
Marmaduke School District,0500016,AR,2020-21,55
Marmaduke School District,0500016,AR,2021-22,63
Marmaduke School District,0500016,AR,2022-23,67
Marvell School District,0509510,AR,2017-18,8
Marvell School District,0509510,AR,2018-19,7
Marvell School District,0509510,AR,2019-20,12
Marvell School District,0509510,AR,2020-21,16
Marvell-Elaine School District,0509510,AR,2021-22,17
Marvell-Elaine School District,0509510,AR,2022-23,11
Mayflower School District,0509540,AR,2017-18,70
Mayflower School District,0509540,AR,2018-19,75
Mayflower School District,0509540,AR,2019-20,63
Mayflower School District,0509540,AR,2020-21,93
Mayflower School District,0509540,AR,2021-22,103
Mayflower School District,0509540,AR,2022-23,88
Maynard School District,0509570,AR,2017-18,45
Maynard School District,0509570,AR,2018-19,42
Maynard School District,0509570,AR,2019-20,31
Maynard School District,0509570,AR,2020-21,103
Maynard School District,0509570,AR,2021-22,72
Maynard School District,0509570,AR,2022-23,81
Mccrory School District,0509600,AR,2017-18,26
Mccrory School District,0509600,AR,2018-19,41
Mccrory School District,0509600,AR,2019-20,29
Mccrory School District,0509600,AR,2020-21,39
Mccrory School District,0509600,AR,2021-22,53
Mccrory School District,0509600,AR,2022-23,35
Mcgehee School District,0509630,AR,2017-18,25
Mcgehee School District,0509630,AR,2018-19,26
Mcgehee School District,0509630,AR,2019-20,32
Mcgehee School District,0509630,AR,2020-21,30
Mcgehee School District,0509630,AR,2021-22,27
Mcgehee School District,0509630,AR,2022-23,22
Melbourne School District,0509720,AR,2017-18,47
Melbourne School District,0509720,AR,2018-19,49
Melbourne School District,0509720,AR,2019-20,56
Melbourne School District,0509720,AR,2020-21,83
Melbourne School District,0509720,AR,2021-22,89
Melbourne School District,0509720,AR,2022-23,78
Mena School District,0509750,AR,2017-18,158
Mena School District,0509750,AR,2018-19,142
Mena School District,0509750,AR,2019-20,149
Mena School District,0509750,AR,2020-21,217
Mena School District,0509750,AR,2021-22,171
Mena School District,0509750,AR,2022-23,183
Midland School District,0500020,AR,2017-18,45
Midland School District,0500020,AR,2018-19,59
Midland School District,0500020,AR,2019-20,64
Midland School District,0500020,AR,2020-21,76
Midland School District,0500020,AR,2021-22,84
Midland School District,0500020,AR,2022-23,94
Mineral Springs School Dist.,0509780,AR,2017-18,10
Mineral Springs School Dist.,0509780,AR,2018-19,5
Mineral Springs School Dist.,0509780,AR,2019-20,12
Mineral Springs School Dist.,0509780,AR,2020-21,17
Mineral Springs School District,0509780,AR,2021-22,16
Mineral Springs School District,0509780,AR,2022-23,14
Monticello School District,0509840,AR,2017-18,43
Monticello School District,0509840,AR,2018-19,35
Monticello School District,0509840,AR,2019-20,43
Monticello School District,0509840,AR,2020-21,95
Monticello School District,0509840,AR,2021-22,75
Monticello School District,0509840,AR,2022-23,73
Mount Ida School District,0509990,AR,2017-18,43
Mount Ida School District,0509990,AR,2018-19,41
Mount Ida School District,0509990,AR,2019-20,37
Mount Ida School District,0509990,AR,2020-21,53
Mount Ida School District,0509990,AR,2021-22,53
Mount Ida School District,0509990,AR,2022-23,55
Mountain Home School District,0500043,AR,2017-18,214
Mountain Home School District,0500043,AR,2018-19,246
Mountain Home School District,0500043,AR,2019-20,229
Mountain Home School District,0500043,AR,2020-21,283
Mountain Home School District,0500043,AR,2021-22,284
Mountain Home School District,0500043,AR,2022-23,321
Mountain Pine School District,0510170,AR,2017-18,27
Mountain Pine School District,0510170,AR,2018-19,43
Mountain Pine School District,0510170,AR,2019-20,43
Mountain Pine School District,0510170,AR,2020-21,37
Mountain Pine School District,0510170,AR,2021-22,49
Mountain Pine School District,0510170,AR,2022-23,59
Mountain View School District,0510200,AR,2017-18,220
Mountain View School District,0510200,AR,2018-19,208
Mountain View School District,0510200,AR,2019-20,220
Mountain View School District,0510200,AR,2020-21,306
